product_name,customer_marital_status,customer_gender,territory_name,special_offer_type,special_offer_category,order_date,status,delivery_days,subtotal,order_qty,unit_price,unit_price_discount
"Road-350-W Yellow, 40",S,F,Northwest,No Discount,No Discount,2014-06-11,entregue no prazo,7,78.98,1,8.99,0.0
"Road-350-W Yellow, 40",S,F,Northwest,No Discount,No Discount,2013-11-17,entregue no prazo,7,48.97,1,8.99,0.0
HL Mountain Seat/Saddle,S,M,Northwest,No Discount,No Discount,2014-02-11,entregue no prazo,7,123.98,1,53.99,0.0
"HL Mountain Frame - Black, 44",M,M,Northwest,No Discount,No Discount,2014-04-09,entregue no prazo,7,14.98,1,4.99,0.0
"HL Mountain Frame - Silver, 48",S,M,Northwest,No Discount,No Discount,2014-05-10,entregue no prazo,7,74.46,1,9.99,0.0
"Road-250 Black, 52",S,M,Northwest,No Discount,No Discount,2014-04-30,entregue no prazo,7,23.97,1,4.99,0.0
"HL Touring Frame - Blue, 54",S,F,Northwest,No Discount,No Discount,2014-01-31,entregue no prazo,7,86.58,1,49.99,0.0
"LL Road Frame - Red, 52",S,M,Northwest,No Discount,No Discount,2013-10-04,entregue no prazo,7,121.57,1,49.99,0.0
"LL Mountain Frame - Silver, 44",S,M,Northwest,No Discount,No Discount,2013-10-06,entregue no prazo,7,74.98,1,34.99,0.0
"HL Mountain Frame - Black, 42",M,M,Northwest,No Discount,No Discount,2014-04-07,entregue no prazo,7,63.97,1,34.99,0.0
"Racing Socks, M",S,M,Northwest,No Discount,No Discount,2014-04-30,entregue no prazo,7,39.98,1,34.99,0.0
"LL Mountain Frame - Black, 52",M,M,Northwest,No Discount,No Discount,2013-07-30,entregue no prazo,7,94.46,1,34.99,0.0
"Mountain-400-W Silver, 38",M,M,Northwest,No Discount,No Discount,2013-12-25,entregue no prazo,7,71.58,1,3.99,0.0
"ML Mountain Frame-W - Silver, 38",S,M,Northwest,No Discount,No Discount,2013-08-21,entregue no prazo,7,89.97,1,34.99,0.0
"Sport-100 Helmet, Black",M,M,Northwest,No Discount,No Discount,2013-02-28,entregue no prazo,7,540.39,3,180.13,0.0
Touring Pedal,S,F,Northwest,No Discount,No Discount,2013-11-15,entregue no prazo,7,59.98,1,4.99,0.0
"HL Touring Frame - Yellow, 60",S,F,Northwest,No Discount,No Discount,2014-02-02,entregue no prazo,7,98.96,1,8.99,0.0
"Short-Sleeve Classic Jersey, XL",M,M,Northwest,No Discount,No Discount,2014-03-30,entregue no prazo,7,39.98,1,34.99,0.0
ML Road Handlebars,S,M,Northwest,No Discount,No Discount,2014-06-13,entregue no prazo,7,69.97,1,4.99,0.0
"Women's Tights, L",S,F,Northwest,No Discount,No Discount,2013-07-18,entregue no prazo,7,42.28,1,4.99,0.0
LL Road Tire,S,M,Northwest,No Discount,No Discount,2014-01-17,entregue no prazo,7,539.99,1,539.99,0.0
"Mountain-400-W Silver, 38",M,M,Northwest,No Discount,No Discount,2013-10-01,entregue no prazo,7,39.98,1,34.99,0.0
HL Touring Handlebars,S,F,Northwest,No Discount,No Discount,2013-09-03,entregue no prazo,7,67.49,1,63.5,0.0
"Touring-3000 Blue, 54",M,M,Northwest,No Discount,No Discount,2013-12-29,entregue no prazo,7,94.48,1,24.49,0.0
"LL Mountain Frame - Black, 52",M,M,Northwest,No Discount,No Discount,2012-08-30,entregue no prazo,7,113.97,5,22.79,0.0
"HL Road Frame - Red, 44",S,F,Northwest,No Discount,No Discount,2014-01-12,entregue no prazo,7,39.98,1,34.99,0.0
"LL Mountain Frame - Black, 40",M,M,Northwest,No Discount,No Discount,2014-03-03,entregue no prazo,7,77.96,1,9.99,0.0
"Mountain-400-W Silver, 46",S,M,Northwest,No Discount,No Discount,2014-02-04,entregue no prazo,7,69.99,1,69.99,0.0
"Men's Sports Shorts, L",S,M,Northwest,No Discount,No Discount,2014-02-26,entregue no prazo,7,13.98,1,4.99,0.0
All-Purpose Bike Stand,S,F,Northwest,No Discount,No Discount,2013-07-29,entregue no prazo,7,31.27,1,2.29,0.0
"LL Mountain Frame - Black, 48",S,M,Northwest,No Discount,No Discount,2014-02-18,entregue no prazo,7,123.98,1,53.99,0.0
"Road-550-W Yellow, 40",S,F,Northwest,No Discount,No Discount,2013-10-11,entregue no prazo,7,74.98,1,35.0,0.0
"ML Road Frame-W - Yellow, 38",S,M,Northwest,No Discount,No Discount,2013-07-28,entregue no prazo,7,40.22,1,24.99,0.0
"Long-Sleeve Logo Jersey, S",S,M,Northwest,No Discount,No Discount,2013-09-11,entregue no prazo,7,13.98,1,8.99,0.0
"Road-650 Black, 48",S,F,Northwest,No Discount,No Discount,2014-06-25,entregue no prazo,7,54.96,1,4.99,0.0
LL Road Rear Wheel,M,M,Northwest,No Discount,No Discount,2014-04-18,entregue no prazo,7,6.28,1,3.99,0.0
"Mountain-300 Black, 40",S,F,Northwest,No Discount,No Discount,2013-11-22,entregue no prazo,7,96.96,1,34.99,0.0
"LL Road Frame - Black, 60",S,F,Northwest,No Discount,No Discount,2013-10-19,entregue no prazo,7,39.98,1,4.99,0.0
"LL Road Frame - Red, 52",S,F,Northwest,No Discount,No Discount,2013-10-29,entregue no prazo,7,62.98,1,53.99,0.0
"Touring-1000 Blue, 46",S,F,Northwest,No Discount,No Discount,2013-11-16,entregue no prazo,7,74.98,1,4.99,0.0
"LL Touring Frame - Yellow, 44",S,M,Northwest,No Discount,No Discount,2014-03-14,entregue no prazo,7,101.95,1,4.99,0.0
"Road-550-W Yellow, 38",M,M,Northwest,No Discount,No Discount,2014-06-23,entregue no prazo,7,23.78,1,2.29,0.0
"Mountain-500 Black, 40",M,M,Northwest,No Discount,No Discount,2014-05-07,entregue no prazo,7,74.98,1,35.0,0.0
HL Fork,S,M,Northwest,No Discount,No Discount,2013-08-03,entregue no prazo,7,124.99,1,4.99,0.0
"Road-650 Red, 44",M,M,Northwest,No Discount,No Discount,2014-06-07,entregue no prazo,7,89.97,1,4.99,0.0
"Sport-100 Helmet, Blue",S,M,Northwest,No Discount,No Discount,2014-04-03,entregue no prazo,7,39.98,1,34.99,0.0
"ML Mountain Frame-W - Silver, 40",S,M,Northwest,No Discount,No Discount,2014-03-02,entregue no prazo,7,39.98,1,4.99,0.0
"Mountain-100 Silver, 38",M,M,Northwest,No Discount,No Discount,2013-10-10,entregue no prazo,7,7.28,1,4.99,0.0
ML Road Pedal,S,M,Northwest,No Discount,No Discount,2013-10-27,entregue no prazo,7,29.48,1,4.99,0.0
HL Fork,S,M,Northwest,No Discount,No Discount,2014-02-20,entregue no prazo,7,39.98,1,4.99,0.0
"Road-650 Red, 60",M,M,Northwest,No Discount,No Discount,2013-09-12,entregue no prazo,7,120.0,1,120.0,0.0
"Road-450 Red, 52",S,F,Northwest,No Discount,No Discount,2013-10-04,entregue no prazo,7,71.97,1,49.99,0.0
"Road-350-W Yellow, 40",S,F,Northwest,No Discount,No Discount,2013-09-01,entregue no prazo,7,69.92,1,21.98,0.0
"Sport-100 Helmet, Blue",S,M,Northwest,No Discount,No Discount,2014-06-26,entregue no prazo,7,2.29,1,2.29,0.0
"Road-250 Black, 48",M,M,Northwest,No Discount,No Discount,2013-11-06,entregue no prazo,7,71.58,1,3.99,0.0
Rear Brakes,S,F,Northwest,No Discount,No Discount,2013-08-23,entregue no prazo,7,94.48,1,69.99,0.0
"Mountain-100 Black, 44",S,F,Northwest,No Discount,No Discount,2013-09-28,entregue no prazo,7,68.97,1,28.99,0.0
"Half-Finger Gloves, M",S,M,Northwest,No Discount,No Discount,2013-12-23,entregue no prazo,7,79.47,1,4.99,0.0
"Touring-3000 Blue, 50",S,F,Northwest,No Discount,No Discount,2013-10-16,entregue no prazo,7,166.95,1,7.95,0.0
"Men's Sports Shorts, M",S,F,Northwest,No Discount,No Discount,2013-09-09,entregue no prazo,7,77.48,1,4.99,0.0
"Full-Finger Gloves, M",M,M,Northwest,No Discount,No Discount,2014-03-14,entregue no prazo,7,101.95,1,49.99,0.0
"Road-550-W Yellow, 48",M,M,Northwest,No Discount,No Discount,2013-09-30,entregue no prazo,7,32.27,1,24.99,0.0
Minipump,S,F,Northwest,No Discount,No Discount,2013-09-29,entregue no prazo,7,3.99,1,3.99,0.0
"HL Road Frame - Red, 56",S,F,Northwest,No Discount,No Discount,2013-12-14,entregue no prazo,7,44.22,1,28.99,0.0
Hitch Rack - 4-Bike,M,M,Northwest,No Discount,No Discount,2013-08-04,entregue no prazo,7,7.95,1,7.95,0.0
"Mountain-300 Black, 40",S,F,Northwest,No Discount,No Discount,2013-07-09,entregue no prazo,7,34.98,1,4.99,0.0
HL Mountain Handlebars,M,M,Northwest,No Discount,No Discount,2013-10-08,entregue no prazo,7,30.97,1,21.98,0.0
"Road-250 Black, 48",M,M,Northwest,No Discount,No Discount,2014-03-25,entregue no prazo,7,42.28,1,4.99,0.0
"Touring-3000 Yellow, 62",S,F,Northwest,No Discount,No Discount,2014-02-18,entregue no prazo,7,71.95,1,34.99,0.0
"HL Mountain Frame - Silver, 44",S,M,Northwest,No Discount,No Discount,2013-08-04,entregue no prazo,7,71.94,1,4.99,0.0
LL Mountain Seat/Saddle,S,M,Northwest,No Discount,No Discount,2014-05-30,entregue no prazo,7,23.97,1,9.99,0.0
"Touring-3000 Blue, 58",S,F,Northwest,No Discount,No Discount,2013-11-15,entregue no prazo,7,131.46,1,24.49,0.0
"Road-650 Black, 44",S,M,Northwest,No Discount,No Discount,2013-08-10,entregue no prazo,7,78.98,1,69.99,0.0
"Road-450 Red, 52",S,F,Northwest,No Discount,No Discount,2013-11-13,entregue no prazo,7,69.97,1,4.99,0.0
LL Road Tire,S,M,Northwest,No Discount,No Discount,2013-12-10,entregue no prazo,7,110.46,1,3.99,0.0
"Road-350-W Yellow, 40",S,F,Northwest,No Discount,No Discount,2014-04-04,entregue no prazo,7,68.97,1,8.99,0.0
Touring Front Wheel,S,F,Northwest,No Discount,No Discount,2013-09-13,entregue no prazo,7,21.98,1,21.98,0.0
Hydration Pack - 70 oz.,S,M,Northwest,No Discount,No Discount,2014-05-14,entregue no prazo,7,80.94,1,21.98,0.0
"HL Mountain Frame - Silver, 42",M,M,Northwest,No Discount,No Discount,2013-12-01,entregue no prazo,7,69.99,1,69.99,0.0
"LL Road Frame - Red, 52",S,F,Northwest,No Discount,No Discount,2014-04-24,entregue no prazo,7,29.48,1,4.99,0.0
"Road-450 Red, 44",M,M,Northwest,No Discount,No Discount,2014-03-13,entregue no prazo,7,128.97,1,4.99,0.0
"HL Mountain Frame - Silver, 48",S,M,Northwest,No Discount,No Discount,2014-01-11,entregue no prazo,7,29.98,1,4.99,0.0
LL Bottom Bracket,S,M,Northwest,No Discount,No Discount,2013-11-05,entregue no prazo,7,193.98,1,159.0,0.0
"Road-650 Black, 44",S,M,Northeast,No Discount,No Discount,2014-01-29,entregue no prazo,7,225.87,2,20.99,0.0
"LL Road Frame - Black, 62",S,F,Northwest,No Discount,No Discount,2013-09-21,entregue no prazo,7,37.27,1,29.99,0.0
"Women's Mountain Shorts, L",S,F,Northwest,No Discount,No Discount,2014-05-03,entregue no prazo,7,84.96,1,21.49,0.0
"Road-650 Red, 60",M,M,Northwest,No Discount,No Discount,2013-07-02,entregue no prazo,7,119.98,1,69.99,0.0
"Touring-Panniers, Large",S,M,Northeast,No Discount,No Discount,2014-01-15,entregue no prazo,7,98.49,1,34.99,0.0
ML Bottom Bracket,S,F,Northwest,No Discount,No Discount,2014-03-24,entregue no prazo,7,39.98,1,4.99,0.0
"Mountain-400-W Silver, 46",M,M,Northwest,No Discount,No Discount,2013-12-02,entregue no prazo,7,67.93,1,7.95,0.0
"Mountain-300 Black, 48",M,M,Northwest,No Discount,No Discount,2013-08-03,entregue no prazo,7,4.99,1,4.99,0.0
"Half-Finger Gloves, L",M,M,Northwest,No Discount,No Discount,2013-08-13,entregue no prazo,7,80.96,1,21.98,0.0
"Touring-2000 Blue, 60",S,M,Northwest,No Discount,No Discount,2013-11-06,entregue no prazo,7,35.0,1,35.0,0.0
ML Road Handlebars,S,M,Northwest,No Discount,No Discount,2013-09-24,entregue no prazo,7,123.98,1,53.99,0.0
HL Road Seat/Saddle,M,M,Northwest,No Discount,No Discount,2014-02-21,entregue no prazo,7,74.98,1,4.99,0.0
"Mountain-500 Silver, 40",S,F,Northwest,No Discount,No Discount,2013-09-18,entregue no prazo,7,46.83,1,7.95,0.0
"HL Road Frame - Red, 62",S,M,Northwest,No Discount,No Discount,2013-11-08,entregue no prazo,7,78.48,1,63.5,0.0
"HL Mountain Frame - Silver, 48",S,M,Northwest,No Discount,No Discount,2013-06-08,entregue no prazo,7,539.99,1,539.99,0.0
"Road-450 Red, 60",S,F,Northwest,No Discount,No Discount,2013-12-23,entregue no prazo,7,79.47,1,24.49,0.0
"Road-650 Black, 44",S,M,Northwest,No Discount,No Discount,2013-11-28,entregue no prazo,7,38.88,1,32.6,0.0
"Road-250 Red, 44",S,F,Northwest,No Discount,No Discount,2013-10-05,entregue no prazo,7,30.97,1,8.99,0.0
"Long-Sleeve Logo Jersey, XL",S,F,Northwest,No Discount,No Discount,2014-03-10,entregue no prazo,7,33.98,1,28.99,0.0
"Mountain-400-W Silver, 38",S,M,Northwest,No Discount,No Discount,2013-09-22,entregue no prazo,7,69.99,1,69.99,0.0
"Women's Mountain Shorts, M",S,M,Northwest,No Discount,No Discount,2013-12-17,entregue no prazo,7,147.95,1,54.99,0.0
"LL Touring Frame - Yellow, 50",S,M,Northwest,No Discount,No Discount,2013-07-18,entregue no prazo,7,119.98,1,69.99,0.0
"LL Road Frame - Red, 48",M,M,Northwest,No Discount,No Discount,2014-04-08,entregue no prazo,7,74.98,1,35.0,0.0
"Road-650 Red, 44",M,M,Northwest,No Discount,No Discount,2014-03-29,entregue no prazo,7,23.97,1,8.99,0.0
"HL Mountain Frame - Silver, 44",S,M,Northwest,No Discount,No Discount,2014-05-21,entregue no prazo,7,123.95,1,34.99,0.0
"Sport-100 Helmet, Blue",M,M,Northwest,No Discount,No Discount,2014-05-30,entregue no prazo,7,119.98,1,49.99,0.0
"HL Road Frame - Black, 52",S,M,Northwest,No Discount,No Discount,2014-05-14,entregue no prazo,7,49.99,1,49.99,0.0
"Road-650 Black, 60",S,F,Northwest,No Discount,No Discount,2014-05-21,entregue no prazo,7,119.98,1,69.99,0.0
"Mountain-100 Black, 38",S,F,Northwest,No Discount,No Discount,2014-05-11,entregue no prazo,7,53.99,1,53.99,0.0
Touring Pedal,S,F,Northwest,No Discount,No Discount,2014-03-19,entregue no prazo,7,18.97,1,8.99,0.0
"Mountain-500 Black, 44",S,M,Northwest,No Discount,No Discount,2013-07-03,entregue no prazo,7,74.98,1,4.99,0.0
"ML Road Frame - Red, 44",M,M,Northwest,No Discount,No Discount,2013-09-03,entregue no prazo,7,38.98,1,3.99,0.0
"Half-Finger Gloves, S",S,M,Northwest,No Discount,No Discount,2014-05-01,entregue no prazo,7,89.97,1,34.99,0.0
"Classic Vest, S",S,M,Northwest,No Discount,No Discount,2013-10-25,entregue no prazo,7,53.99,1,53.99,0.0
"Touring-3000 Yellow, 54",S,M,Northwest,No Discount,No Discount,2014-03-13,entregue no prazo,7,68.97,1,4.99,0.0
ML Road Pedal,S,M,Northwest,No Discount,No Discount,2013-08-17,entregue no prazo,7,67.59,1,34.99,0.0
"LL Touring Frame - Blue, 54",S,M,Northwest,No Discount,No Discount,2013-11-14,entregue no prazo,7,49.97,1,9.99,0.0
"Road-650 Red, 58",S,F,Northwest,No Discount,No Discount,2014-05-22,entregue no prazo,7,69.99,1,69.99,0.0
"Short-Sleeve Classic Jersey, S",S,F,Northwest,No Discount,No Discount,2014-03-26,entregue no prazo,7,37.27,1,4.99,0.0
"LL Touring Frame - Yellow, 50",S,M,Northwest,No Discount,No Discount,2014-06-06,entregue no prazo,7,106.93,1,21.98,0.0
"Mountain-500 Black, 42",S,F,Northwest,No Discount,No Discount,2013-12-01,entregue no prazo,7,74.98,1,34.99,0.0
"ML Mountain Frame - Black, 38",S,F,Northwest,No Discount,No Discount,2014-04-16,entregue no prazo,7,49.97,1,9.99,0.0
"Half-Finger Gloves, L",S,M,Northwest,No Discount,No Discount,2013-11-21,entregue no prazo,7,32.6,1,32.6,0.0
"Touring-3000 Blue, 58",S,F,Northwest,No Discount,No Discount,2013-10-18,entregue no prazo,7,45.58,1,8.99,0.0
"Road-350-W Yellow, 44",S,M,Northwest,No Discount,No Discount,2014-01-25,entregue no prazo,7,63.97,1,3.99,0.0
"ML Mountain Frame - Black, 44",M,M,Northwest,No Discount,No Discount,2014-06-16,entregue no prazo,7,74.98,1,4.99,0.0
"Road-450 Red, 44",S,M,Northwest,No Discount,No Discount,2014-02-18,entregue no prazo,7,71.95,1,34.99,0.0
Hydration Pack - 70 oz.,M,M,Northwest,No Discount,No Discount,2013-11-13,entregue no prazo,7,539.99,1,539.99,0.0
Road Tire Tube,M,M,Northwest,No Discount,No Discount,2014-01-29,entregue no prazo,7,209.97,5,41.99,0.0
LL Touring Handlebars,S,F,Northwest,No Discount,No Discount,2014-01-29,entregue no prazo,7,56.97,1,21.98,0.0
"HL Road Frame - Red, 58",M,M,Northwest,No Discount,No Discount,2013-07-04,entregue no prazo,7,69.97,1,29.99,0.0
"Touring-3000 Blue, 58",S,F,Northwest,No Discount,No Discount,2014-06-01,entregue no prazo,7,36.27,1,28.99,0.0
"HL Road Frame - Red, 58",S,M,Northwest,No Discount,No Discount,2013-12-24,entregue no prazo,7,59.48,1,24.49,0.0
ML Road Seat/Saddle,S,F,Northwest,No Discount,No Discount,2014-02-16,entregue no prazo,7,78.98,1,8.99,0.0
Taillights - Battery-Powered,S,F,Northwest,No Discount,No Discount,2014-03-08,entregue no prazo,7,34.89,1,2.29,0.0
"Sport-100 Helmet, Blue",S,M,Northwest,No Discount,No Discount,2014-04-11,entregue no prazo,7,74.98,1,4.99,0.0
"ML Road Frame - Red, 58",S,F,Northwest,No Discount,No Discount,2013-08-31,entregue no prazo,7,64.47,1,24.49,0.0
"HL Mountain Frame - Black, 42",M,M,Northwest,No Discount,No Discount,2013-07-21,entregue no prazo,7,56.97,1,21.98,0.0
Road Tire Tube,S,M,Northwest,No Discount,No Discount,2014-05-27,entregue no prazo,7,69.99,1,69.99,0.0
"LL Road Frame - Black, 62",S,F,Northwest,No Discount,No Discount,2014-01-24,entregue no prazo,7,71.97,1,49.99,0.0
"Half-Finger Gloves, M",M,M,Northwest,No Discount,No Discount,2013-08-04,entregue no prazo,7,71.94,1,29.99,0.0
"Short-Sleeve Classic Jersey, M",S,M,Northwest,No Discount,No Discount,2013-10-14,entregue no prazo,7,38.88,1,32.6,0.0
"Touring-3000 Yellow, 62",S,F,Northwest,No Discount,No Discount,2014-01-05,entregue no prazo,7,89.46,1,4.99,0.0
Touring Rear Wheel,S,M,Northwest,No Discount,No Discount,2014-06-11,entregue no prazo,7,68.97,1,4.99,0.0
"LL Mountain Frame - Silver, 52",M,M,Northwest,No Discount,No Discount,2014-01-16,entregue no prazo,7,37.29,1,2.29,0.0
"Road-650 Red, 60",M,M,Northwest,No Discount,No Discount,2014-04-22,entregue no prazo,7,49.97,1,4.99,0.0
"Mountain-500 Silver, 44",S,F,Northwest,No Discount,No Discount,2014-06-21,entregue no prazo,7,30.97,1,8.99,0.0
"Road-650 Red, 44",M,M,Northwest,No Discount,No Discount,2013-09-06,entregue no prazo,7,32.28,1,29.99,0.0
"HL Mountain Frame - Silver, 42",S,M,Northwest,No Discount,No Discount,2013-12-21,entregue no prazo,7,56.97,1,34.99,0.0
"Road-650 Red, 58",S,F,Northwest,No Discount,No Discount,2013-12-26,entregue no prazo,7,36.27,1,4.99,0.0
"Road-550-W Yellow, 38",M,M,Northwest,No Discount,No Discount,2013-12-31,entregue no prazo,7,196.29,1,159.0,0.0
Touring Front Wheel,S,F,Northwest,No Discount,No Discount,2013-11-25,entregue no prazo,7,124.99,1,120.0,0.0
ML Mountain Seat/Saddle,M,M,Northwest,No Discount,No Discount,2013-12-29,entregue no prazo,7,21.98,1,21.98,0.0
"Mountain-500 Black, 40",M,M,Northwest,No Discount,No Discount,2013-09-22,entregue no prazo,7,59.98,1,54.99,0.0
"Mountain-100 Black, 48",S,M,Northwest,No Discount,No Discount,2013-10-02,entregue no prazo,7,8.99,1,8.99,0.0
"Mountain-300 Black, 38",S,M,Northwest,No Discount,No Discount,2013-10-16,entregue no prazo,7,39.98,1,4.99,0.0
HL Road Seat/Saddle,M,M,Northwest,No Discount,No Discount,2014-06-18,entregue no prazo,7,71.97,1,49.99,0.0
"Road-250 Red, 48",S,F,Northwest,No Discount,No Discount,2013-07-18,entregue no prazo,7,58.98,1,4.99,0.0
"Mountain-500 Silver, 52",M,M,Northwest,No Discount,No Discount,2013-12-12,entregue no prazo,7,23.78,1,2.29,0.0
ML Road Seat/Saddle,S,F,Northwest,No Discount,No Discount,2014-03-04,entregue no prazo,7,30.97,1,21.98,0.0
"Mountain-300 Black, 38",S,M,Northwest,No Discount,No Discount,2013-10-26,entregue no prazo,7,74.98,1,4.99,0.0
"HL Road Frame - Red, 62",M,M,Northwest,No Discount,No Discount,2014-06-11,entregue no prazo,7,78.98,1,69.99,0.0
"Mountain-500 Silver, 44",M,M,Northwest,No Discount,No Discount,2013-07-29,entregue no prazo,7,7.95,1,7.95,0.0
"HL Touring Frame - Blue, 46",S,M,Northwest,No Discount,No Discount,2013-07-29,entregue no prazo,7,119.96,1,4.99,0.0
"Touring-3000 Yellow, 54",S,M,Northwest,No Discount,No Discount,2013-11-15,entregue no prazo,7,131.46,1,21.98,0.0
"Touring-1000 Yellow, 60",M,M,Northwest,No Discount,No Discount,2014-03-24,entregue no prazo,7,31.28,1,2.29,0.0
"Half-Finger Gloves, S",M,M,Northwest,No Discount,No Discount,2013-02-28,entregue no prazo,7,540.39,3,180.13,0.0
LL Mountain Pedal,S,M,Northwest,No Discount,No Discount,2013-11-19,entregue no prazo,7,123.98,1,53.99,0.0
ML Mountain Tire,S,F,Northwest,No Discount,No Discount,2013-09-18,entregue no prazo,7,74.98,1,35.0,0.0
"HL Touring Frame - Yellow, 50",S,F,Northwest,No Discount,No Discount,2013-11-07,entregue no prazo,7,69.99,1,69.99,0.0
"LL Road Frame - Red, 48",S,M,Northwest,No Discount,No Discount,2014-03-24,entregue no prazo,7,99.47,1,24.49,0.0
"Road-150 Red, 44",M,M,Northwest,No Discount,No Discount,2014-01-15,entregue no prazo,7,23.97,1,9.99,0.0
"LL Mountain Frame - Silver, 42",M,M,Northwest,No Discount,No Discount,2014-03-23,entregue no prazo,7,94.48,1,69.99,0.0
HL Mountain Tire,M,M,Northwest,No Discount,No Discount,2013-08-11,entregue no prazo,7,37.27,1,4.99,0.0
"LL Touring Frame - Blue, 62",S,M,Northwest,No Discount,No Discount,2014-05-04,entregue no prazo,7,73.97,1,8.99,0.0
"HL Mountain Frame - Silver, 44",M,M,Northwest,No Discount,No Discount,2014-02-04,entregue no prazo,7,71.58,1,32.6,0.0
"ML Road Frame - Red, 60",M,M,Northwest,No Discount,No Discount,2014-03-15,entregue no prazo,7,61.97,1,4.99,0.0
"HL Mountain Frame - Black, 44",S,M,Northwest,No Discount,No Discount,2014-04-17,entregue no prazo,7,36.59,1,32.6,0.0
"Men's Sports Shorts, L",S,M,Northwest,No Discount,No Discount,2014-03-04,entregue no prazo,7,78.98,1,8.99,0.0
"Road-150 Red, 52",S,F,Northwest,No Discount,No Discount,2013-11-04,entregue no prazo,7,23.78,1,2.29,0.0
"Mountain-500 Silver, 40",S,F,Northwest,No Discount,No Discount,2014-04-12,entregue no prazo,7,102.96,1,34.99,0.0
"Sport-100 Helmet, Black",M,M,Northwest,No Discount,No Discount,2014-01-29,entregue no prazo,7,38.88,1,3.99,0.0
"Mountain-500 Silver, 44",S,F,Northwest,No Discount,No Discount,2013-11-18,entregue no prazo,7,39.99,1,35.0,0.0
ML Road Tire,S,F,Northwest,No Discount,No Discount,2013-12-26,entregue no prazo,7,28.99,1,28.99,0.0
"HL Mountain Frame - Black, 48",M,M,Northwest,No Discount,No Discount,2014-04-22,entregue no prazo,7,69.99,1,69.99,0.0
